map_family,map_size,map,slip,budget_frac,solver,n_states,n_basis,n_start_boundary,n_oracle_pool,oracle_pool_mode,oracle_pool_truncated,oracle_complete_candidate_universe,max_extra_splits,oracle_evaluated_subsets,oracle_time_sec,beam_width,beam_expand,selection_time_sec,start_boundary,oracle_extra,chosen_extra,oracle_boundary,chosen_boundary,same_boundary_as_oracle,extra_jaccard_with_oracle,operator_top_rank_in_oracle_extra,first_selected,first_selected_in_oracle_extra,oracle_total_violation,chosen_total_violation,total_violation_gap,oracle_max_violation,chosen_max_violation,max_violation_gap,oracle_all_feasible,chosen_all_feasible,oracle_test_bits_cvar,chosen_test_bits_cvar,test_bits_cvar_gap,chosen_stop_reason,chosen_path,budgets,initial_group_risks
random_maze,5,random_maze_5_seed9,0.0,0.1,actual_refine,7,4,2,2,all,False,True,2,4,0.3173440790269524,1,6,0.42080336704384536,"[0, 6]",[2],[2],"[0, 2, 6]","[0, 2, 6]",True,1.0,1,2,True,31.090522476946205,31.090522476946205,0.0,31.090522476946205,31.090522476946205,0.0,False,False,0.0,0.0,0.0,actual_refine_budget_not_met,[2],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed9,0.0,0.1,actual_refine,7,4,2,2,all,False,True,2,4,0.3173440790269524,2,6,0.5913761700503528,"[0, 6]",[2],[2],"[0, 2, 6]","[0, 2, 6]",True,1.0,1,2,True,31.090522476946205,31.090522476946205,0.0,31.090522476946205,31.090522476946205,0.0,False,False,0.0,0.0,0.0,actual_refine_budget_not_met,[2],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed9,0.0,0.1,actual_refine,7,4,2,2,all,False,True,2,4,0.3173440790269524,4,6,0.5917535260086879,"[0, 6]",[2],[2],"[0, 2, 6]","[0, 2, 6]",True,1.0,1,2,True,31.090522476946205,31.090522476946205,0.0,31.090522476946205,31.090522476946205,0.0,False,False,0.0,0.0,0.0,actual_refine_budget_not_met,[2],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed9,0.0,0.1,actual_refine,7,4,2,2,all,False,True,2,4,0.3173440790269524,8,6,0.5933495889184996,"[0, 6]",[2],[2],"[0, 2, 6]","[0, 2, 6]",True,1.0,1,2,True,31.090522476946205,31.090522476946205,0.0,31.090522476946205,31.090522476946205,0.0,False,False,0.0,0.0,0.0,actual_refine_budget_not_met,[2],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed21,0.0,0.1,operator,7,4,2,2,all,False,True,2,4,0.3172854509903118,1,6,0.04377237299922854,"[0, 6]",[1],[],"[0, 1, 6]","[0, 6]",False,0.0,1,,False,0.0,139.90735114626443,139.90735114626443,0.0,69.95367557313222,69.95367557313222,True,False,0.0,77.72630619236912,77.72630619236912,no_positive_violation_reduction,[],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 7.772630619236913}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.1,operator,7,4,2,2,all,False,True,2,4,0.3172854509903118,2,6,0.10418103204574436,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,feasible,[1],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 7.772630619236913}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.1,operator,7,4,2,2,all,False,True,2,4,0.3172854509903118,4,6,0.10248583590146154,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,feasible,[1],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 7.772630619236913}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.1,operator,7,4,2,2,all,False,True,2,4,0.3172854509903118,8,6,0.10289629502221942,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,feasible,[1],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 7.772630619236913}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.1,actual_refine,7,4,2,2,all,False,True,2,4,0.3172854509903118,1,6,0.24832020397298038,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,actual_refine_feasible,[1],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 7.772630619236913}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.1,actual_refine,7,4,2,2,all,False,True,2,4,0.3172854509903118,2,6,0.2483513900078833,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,actual_refine_feasible,[1],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 7.772630619236913}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.1,actual_refine,7,4,2,2,all,False,True,2,4,0.3172854509903118,4,6,0.24834129598457366,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,actual_refine_feasible,[1],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 7.772630619236913}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.1,actual_refine,7,4,2,2,all,False,True,2,4,0.3172854509903118,8,6,0.24931052699685097,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,actual_refine_feasible,[1],"{""stochastic"": 0.0, ""topology"": 7.772630619236913, ""value"": 7.772630619236913}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
open_room,5,open_room_5,0.0,0.25,operator,25,5,2,3,all,False,True,2,7,2.3247883880976588,1,6,0.21305752999614924,"[0, 24]",[4],[],"[0, 4, 24]","[0, 24]",False,0.0,1,,False,77.72630619236767,116.58945928855368,38.86315309618601,58.29472964427684,58.29472964427684,0.0,False,False,38.86315309618312,77.72630619236912,38.863153096186004,no_positive_violation_reduction,[],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
open_room,5,open_room_5,0.0,0.25,operator,25,5,2,3,all,False,True,2,7,2.3247883880976588,2,6,1.4435640340670943,"[0, 24]",[4],[4],"[0, 4, 24]","[0, 4, 24]",True,1.0,1,4,True,77.72630619236767,77.72630619236767,0.0,58.29472964427684,58.29472964427684,0.0,False,False,38.86315309618312,38.86315309618312,0.0,budget_not_met,[4],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
open_room,5,open_room_5,0.0,0.25,operator,25,5,2,3,all,False,True,2,7,2.3247883880976588,4,6,2.1161336259683594,"[0, 24]",[4],[4],"[0, 4, 24]","[0, 4, 24]",True,1.0,1,4,True,77.72630619236767,77.72630619236767,0.0,58.29472964427684,58.29472964427684,0.0,False,False,38.86315309618312,38.86315309618312,0.0,budget_not_met,[4],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
open_room,5,open_room_5,0.0,0.25,operator,25,5,2,3,all,False,True,2,7,2.3247883880976588,8,6,2.1274992329999804,"[0, 24]",[4],[4],"[0, 4, 24]","[0, 4, 24]",True,1.0,1,4,True,77.72630619236767,77.72630619236767,0.0,58.29472964427684,58.29472964427684,0.0,False,False,38.86315309618312,38.86315309618312,0.0,budget_not_met,[4],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
open_room,5,open_room_5,0.0,0.25,actual_refine,25,5,2,3,all,False,True,2,7,2.3247883880976588,1,6,2.5857776060001925,"[0, 24]",[4],[4],"[0, 4, 24]","[0, 4, 24]",True,1.0,1,4,True,77.72630619236767,77.72630619236767,0.0,58.29472964427684,58.29472964427684,0.0,False,False,38.86315309618312,38.86315309618312,0.0,actual_refine_budget_not_met,[4],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
open_room,5,open_room_5,0.0,0.25,actual_refine,25,5,2,3,all,False,True,2,7,2.3247883880976588,2,6,3.6714879559585825,"[0, 24]",[4],[4],"[0, 4, 24]","[0, 4, 24]",True,1.0,1,4,True,77.72630619236767,77.72630619236767,0.0,58.29472964427684,58.29472964427684,0.0,False,False,38.86315309618312,38.86315309618312,0.0,actual_refine_budget_not_met,[4],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
open_room,5,open_room_5,0.0,0.25,actual_refine,25,5,2,3,all,False,True,2,7,2.3247883880976588,4,6,4.7345213709631935,"[0, 24]",[4],[4],"[0, 4, 24]","[0, 4, 24]",True,1.0,1,4,True,77.72630619236767,77.72630619236767,0.0,58.29472964427684,58.29472964427684,0.0,False,False,38.86315309618312,38.86315309618312,0.0,actual_refine_budget_not_met,[4],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
open_room,5,open_room_5,0.0,0.25,actual_refine,25,5,2,3,all,False,True,2,7,2.3247883880976588,8,6,4.67104952794034,"[0, 24]",[4],[4],"[0, 4, 24]","[0, 4, 24]",True,1.0,1,4,True,77.72630619236767,77.72630619236767,0.0,58.29472964427684,58.29472964427684,0.0,False,False,38.86315309618312,38.86315309618312,0.0,actual_refine_budget_not_met,[4],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed9,0.0,0.25,operator,7,4,2,2,all,False,True,2,4,0.3355085749644786,1,6,0.04536894697230309,"[0, 6]",[2],[],"[0, 2, 6]","[0, 6]",False,0.0,1,,False,19.43157654809084,58.29472964427684,38.863153096186004,19.43157654809084,58.29472964427684,38.863153096186004,False,False,0.0,77.72630619236912,77.72630619236912,no_positive_violation_reduction,[],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed9,0.0,0.25,operator,7,4,2,2,all,False,True,2,4,0.3355085749644786,2,6,0.2921010770369321,"[0, 6]",[2],"[2, 4]","[0, 2, 6]","[0, 2, 4, 6]",False,0.5,1,2,True,19.43157654809084,19.43157654809084,0.0,19.43157654809084,19.43157654809084,0.0,False,False,0.0,0.0,0.0,feasible,"[2, 4]","{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed9,0.0,0.25,operator,7,4,2,2,all,False,True,2,4,0.3355085749644786,4,6,0.22843509598169476,"[0, 6]",[2],"[2, 4]","[0, 2, 6]","[0, 2, 4, 6]",False,0.5,1,2,True,19.43157654809084,19.43157654809084,0.0,19.43157654809084,19.43157654809084,0.0,False,False,0.0,0.0,0.0,feasible,"[2, 4]","{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed9,0.0,0.25,operator,7,4,2,2,all,False,True,2,4,0.3355085749644786,8,6,0.23044475400820374,"[0, 6]",[2],"[2, 4]","[0, 2, 6]","[0, 2, 4, 6]",False,0.5,1,2,True,19.43157654809084,19.43157654809084,0.0,19.43157654809084,19.43157654809084,0.0,False,False,0.0,0.0,0.0,feasible,"[2, 4]","{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed9,0.0,0.25,actual_refine,7,4,2,2,all,False,True,2,4,0.3355085749644786,1,6,0.393155777011998,"[0, 6]",[2],[2],"[0, 2, 6]","[0, 2, 6]",True,1.0,1,2,True,19.43157654809084,19.43157654809084,0.0,19.43157654809084,19.43157654809084,0.0,False,False,0.0,0.0,0.0,actual_refine_budget_not_met,[2],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed9,0.0,0.25,actual_refine,7,4,2,2,all,False,True,2,4,0.3355085749644786,2,6,0.5599911389872432,"[0, 6]",[2],[2],"[0, 2, 6]","[0, 2, 6]",True,1.0,1,2,True,19.43157654809084,19.43157654809084,0.0,19.43157654809084,19.43157654809084,0.0,False,False,0.0,0.0,0.0,actual_refine_budget_not_met,[2],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed9,0.0,0.25,actual_refine,7,4,2,2,all,False,True,2,4,0.3355085749644786,4,6,0.5941342640435323,"[0, 6]",[2],[2],"[0, 2, 6]","[0, 2, 6]",True,1.0,1,2,True,19.43157654809084,19.43157654809084,0.0,19.43157654809084,19.43157654809084,0.0,False,False,0.0,0.0,0.0,actual_refine_budget_not_met,[2],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed9,0.0,0.25,actual_refine,7,4,2,2,all,False,True,2,4,0.3355085749644786,8,6,0.5945543709676713,"[0, 6]",[2],[2],"[0, 2, 6]","[0, 2, 6]",True,1.0,1,2,True,19.43157654809084,19.43157654809084,0.0,19.43157654809084,19.43157654809084,0.0,False,False,0.0,0.0,0.0,actual_refine_budget_not_met,[2],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}"
random_maze,5,random_maze_5_seed21,0.0,0.25,operator,7,4,2,2,all,False,True,2,4,0.3153556860052049,1,6,0.042848814046010375,"[0, 6]",[1],[],"[0, 1, 6]","[0, 6]",False,0.0,1,,False,0.0,116.58945928855368,116.58945928855368,0.0,58.29472964427684,58.29472964427684,True,False,0.0,77.72630619236912,77.72630619236912,no_positive_violation_reduction,[],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.25,operator,7,4,2,2,all,False,True,2,4,0.3153556860052049,2,6,0.10053630208130926,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,feasible,[1],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.25,operator,7,4,2,2,all,False,True,2,4,0.3153556860052049,4,6,0.1004544539609924,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,feasible,[1],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.25,operator,7,4,2,2,all,False,True,2,4,0.3153556860052049,8,6,0.10231172095518559,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,feasible,[1],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.25,actual_refine,7,4,2,2,all,False,True,2,4,0.3153556860052049,1,6,0.24773018003907055,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,actual_refine_feasible,[1],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.25,actual_refine,7,4,2,2,all,False,True,2,4,0.3153556860052049,2,6,0.24720418499782681,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,actual_refine_feasible,[1],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.25,actual_refine,7,4,2,2,all,False,True,2,4,0.3153556860052049,4,6,0.2432155020069331,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,actual_refine_feasible,[1],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
random_maze,5,random_maze_5_seed21,0.0,0.25,actual_refine,7,4,2,2,all,False,True,2,4,0.3153556860052049,8,6,0.24411669501569122,"[0, 6]",[1],[1],"[0, 1, 6]","[0, 1, 6]",True,1.0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,actual_refine_feasible,[1],"{""stochastic"": 0.0, ""topology"": 19.43157654809228, ""value"": 19.43157654809228}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
open_room,5,open_room_5,0.0,0.5,operator,25,5,2,3,all,False,True,2,7,2.241118932957761,1,6,0.22425923601258546,"[0, 24]",[4],[],"[0, 4, 24]","[0, 24]",False,0.0,1,,False,38.86315309618456,77.72630619236912,38.86315309618456,38.86315309618456,38.86315309618456,0.0,False,False,38.86315309618312,77.72630619236912,38.863153096186004,no_positive_violation_reduction,[],"{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}"
