option,src_state,src_coord,target_state,target_coord,primitive_distance,within_horizon,edge_valid,visible_mass,hidden_mass,hidden_gamma_mass,hidden_argmax_state,hidden_argmax_coord,hidden_argmax_prob,soft_cost,soft_argmax_state,soft_argmax_coord,soft_argmax_score,reward,map,slip,step
fb_000_to_001,0,"(1, 1)",26,"(3, 7)",8.0,True,False,0.0,1.0,0.8329720049289999,24,"(3, 5)",1.0,0.0,,,0.0,-5.567599835699999,four_rooms,0.0,1
fb_002_to_001,50,"(5, 11)",26,"(3, 7)",6.0,True,True,1.0,0.0,0.0,24,"(3, 5)",0.0,1.2329439104767141,40,"(4, 11)",0.6352433976385771,-5.567599835699999,four_rooms,0.0,1
fb_000_to_002,0,"(1, 1)",50,"(5, 11)",14.0,True,False,0.0,1.0,0.8329720049289999,24,"(3, 5)",1.0,0.0,,,0.0,-5.567599835699999,four_rooms,0.0,1
fb_001_to_002,26,"(3, 7)",50,"(5, 11)",6.0,True,True,1.0,0.0,0.0,24,"(3, 5)",0.0,1.1247528250588064,48,"(5, 9)",0.5623764125294032,-5.567599835699999,four_rooms,0.0,1
fb_001_to_000,24,"(3, 5)",0,"(1, 1)",6.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-5.567599835699999,four_rooms,0.0,2
fb_002_to_000,26,"(3, 7)",0,"(1, 1)",8.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.97,four_rooms,0.0,2
fb_003_to_000,50,"(5, 11)",0,"(1, 1)",14.0,True,True,1.0,0.0,0.0,,,0.0,1.2329439104767141,40,"(4, 11)",0.6352433976385771,-5.567599835699999,four_rooms,0.0,2
fb_000_to_001,0,"(1, 1)",24,"(3, 5)",6.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-5.567599835699999,four_rooms,0.0,2
fb_002_to_001,26,"(3, 7)",24,"(3, 5)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.97,four_rooms,0.0,2
fb_003_to_001,50,"(5, 11)",24,"(3, 5)",8.0,True,True,1.0,0.0,0.0,,,0.0,1.2329439104767141,40,"(4, 11)",0.6352433976385771,-5.567599835699999,four_rooms,0.0,2
fb_000_to_002,0,"(1, 1)",26,"(3, 7)",8.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-5.567599835699999,four_rooms,0.0,2
fb_001_to_002,24,"(3, 5)",26,"(3, 7)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.97,four_rooms,0.0,2
fb_003_to_002,50,"(5, 11)",26,"(3, 7)",6.0,True,True,1.0,0.0,0.0,,,0.0,1.2329439104767141,40,"(4, 11)",0.6352433976385771,-5.567599835699999,four_rooms,0.0,2
fb_000_to_003,0,"(1, 1)",50,"(5, 11)",14.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-5.567599835699999,four_rooms,0.0,2
fb_001_to_003,24,"(3, 5)",50,"(5, 11)",8.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.97,four_rooms,0.0,2
fb_002_to_003,26,"(3, 7)",50,"(5, 11)",6.0,True,True,1.0,0.0,0.0,,,0.0,1.1247528250588064,48,"(5, 9)",0.5623764125294032,-5.567599835699999,four_rooms,0.0,2
fb_001_to_000,50,"(5, 11)",0,"(1, 1)",14.0,True,False,0.0,0.9999999999999994,0.8206644506471236,26,"(3, 7)",0.9999999999999994,0.6676582215190286,40,"(4, 11)",0.6552799465478026,-5.977851645095878,four_rooms,0.05,0
fb_000_to_001,0,"(1, 1)",50,"(5, 11)",14.0,True,False,0.0,1.0000000000000004,0.8206644506471233,24,"(3, 5)",1.0000000000000004,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,-5.977851645095878,four_rooms,0.05,0
fb_001_to_000,24,"(3, 5)",0,"(1, 1)",6.0,True,False,0.9996976916196132,0.00030230838038643035,0.0002832569197053986,26,"(3, 7)",0.00030230838038643035,5.4771001686652154e-08,42,"(5, 2)",5.4771001686652154e-08,-5.946006119837077,four_rooms,0.05,1
fb_002_to_000,50,"(5, 11)",0,"(1, 1)",14.0,True,False,0.0,0.9999999999999994,0.8206644506471236,26,"(3, 7)",0.9999999999999994,0.6676582215190286,40,"(4, 11)",0.6552799465478026,-5.977851645095878,four_rooms,0.05,1
fb_000_to_001,0,"(1, 1)",24,"(3, 5)",6.0,True,True,1.0000000000000004,0.0,0.0,26,"(3, 7)",0.0,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,-5.977851645095878,four_rooms,0.05,1
fb_002_to_001,50,"(5, 11)",24,"(3, 5)",8.0,True,False,0.0,0.9999999999999994,0.8206644506471236,26,"(3, 7)",0.9999999999999994,0.6676582215190286,40,"(4, 11)",0.6552799465478026,-5.977851645095878,four_rooms,0.05,1
fb_000_to_002,0,"(1, 1)",50,"(5, 11)",14.0,True,True,1.0000000000000004,0.0,0.0,26,"(3, 7)",0.0,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,-5.977851645095878,four_rooms,0.05,1
fb_001_to_002,24,"(3, 5)",50,"(5, 11)",8.0,True,False,4.394861634310756e-10,0.9999999995605137,0.9358446861315065,26,"(3, 7)",0.9999999995605137,9.34785184515909e-09,42,"(5, 2)",9.34785184515909e-09,-2.138510450303426,four_rooms,0.05,1
fb_001_to_000,24,"(3, 5)",0,"(1, 1)",6.0,True,True,0.9999999999999997,0.0,0.0,,,0.0,5.4771001686652154e-08,42,"(5, 2)",5.4771001686652154e-08,-5.946006119837077,four_rooms,0.05,2
fb_002_to_000,26,"(3, 7)",0,"(1, 1)",8.0,True,True,1.0,0.0,0.0,,,0.0,1.0049103168510595e-05,47,"(5, 8)",9.706334125492793e-06,-2.138510450303426,four_rooms,0.05,2
fb_003_to_000,50,"(5, 11)",0,"(1, 1)",14.0,True,True,0.9999999999999994,0.0,0.0,,,0.0,0.6676582215190286,40,"(4, 11)",0.6552799465478026,-5.977851645095878,four_rooms,0.05,2
fb_000_to_001,0,"(1, 1)",24,"(3, 5)",6.0,True,True,1.0000000000000004,0.0,0.0,,,0.0,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,-5.977851645095878,four_rooms,0.05,2
fb_002_to_001,26,"(3, 7)",24,"(3, 5)",2.0,True,True,1.0,0.0,0.0,,,0.0,1.0049103168510595e-05,47,"(5, 8)",9.706334125492793e-06,-2.138510450303426,four_rooms,0.05,2
fb_003_to_001,50,"(5, 11)",24,"(3, 5)",8.0,True,True,0.9999999999999994,0.0,0.0,,,0.0,0.6676582215190286,40,"(4, 11)",0.6552799465478026,-5.977851645095878,four_rooms,0.05,2
fb_000_to_002,0,"(1, 1)",26,"(3, 7)",8.0,True,True,1.0000000000000004,0.0,0.0,,,0.0,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,-5.977851645095878,four_rooms,0.05,2
fb_001_to_002,24,"(3, 5)",26,"(3, 7)",2.0,True,True,0.9999999999999998,0.0,0.0,,,0.0,9.34785184515909e-09,42,"(5, 2)",9.34785184515909e-09,-2.138510450303426,four_rooms,0.05,2
fb_003_to_002,50,"(5, 11)",26,"(3, 7)",6.0,True,True,0.9999999999999994,0.0,0.0,,,0.0,0.6676582215190286,40,"(4, 11)",0.6552799465478026,-5.977851645095878,four_rooms,0.05,2
fb_000_to_003,0,"(1, 1)",50,"(5, 11)",14.0,True,True,1.0000000000000004,0.0,0.0,,,0.0,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,-5.977851645095878,four_rooms,0.05,2
fb_001_to_003,24,"(3, 5)",50,"(5, 11)",8.0,True,True,0.9999999999999998,0.0,0.0,,,0.0,9.34785184515909e-09,42,"(5, 2)",9.34785184515909e-09,-2.138510450303426,four_rooms,0.05,2
fb_002_to_003,26,"(3, 7)",50,"(5, 11)",6.0,True,True,1.0000000000000002,0.0,0.0,,,0.0,1.830496678282954,47,"(5, 8)",0.6335449604052737,-5.946006119837075,four_rooms,0.05,2
fb_001_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,1.0,0.0,0.0,,,0.0,4.309620929135694,63,"(6, 19)",0.97,-22.199077937496824,maze,0.0,0
fb_000_to_001,0,"(1, 1)",80,"(7, 19)",36.0,True,True,1.0,0.0,0.0,,,0.0,2.0661504858253283,77,"(7, 16)",0.34435841430422154,-22.199077937496824,maze,0.0,0
fb_001_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,0.999999999999997,0.0,0.0,,,0.0,2.969813937889218,63,"(6, 19)",1.017021309114977,-23.006627682363693,maze,0.05,0
fb_000_to_001,0,"(1, 1)",80,"(7, 19)",36.0,True,True,0.9999999999999956,0.0,0.0,,,0.0,3.334608285737951,47,"(5, 7)",0.5747410106607281,-23.006540118862866,maze,0.05,0
