split,map_family,map_size,map,maze_seed,topology_seed,goal_variant,slip,n_states,candidate_state,rank,is_top,target_score,target_reduction,error
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,5,6,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,3,6,False,0.0,0.0,
train,open_room,7,open_room_7_goal0,0,0,0,0.0,49,15,7,False,0.0,0.0,
train,open_room,7,open_room_7_goal1,0,0,1,0.0,49,12,7,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,7,7,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,5,7,False,0.0,0.0,
train,open_room,7,open_room_7_goal0,0,0,0,0.0,49,24,8,False,0.0,0.0,
train,open_room,7,open_room_7_goal1,0,0,1,0.0,49,20,8,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,9,8,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,7,8,False,0.0,0.0,
train,open_room,7,open_room_7_goal0,0,0,0,0.0,49,36,9,False,0.0,0.0,
train,open_room,7,open_room_7_goal1,0,0,1,0.0,49,23,9,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,11,9,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,9,9,False,0.0,0.0,
train,open_room,7,open_room_7_goal0,0,0,0,0.0,49,40,10,False,0.0,0.0,
train,open_room,7,open_room_7_goal1,0,0,1,0.0,49,40,10,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,15,10,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,11,10,False,0.0,0.0,
train,open_room,7,open_room_7_goal1,0,0,1,0.0,49,42,11,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,16,11,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,15,11,False,0.0,0.0,
train,open_room,7,open_room_7_goal1,0,0,1,0.0,49,48,12,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,18,12,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,16,12,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,20,13,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,17,13,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,21,14,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,18,14,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,23,15,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,21,15,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,24,16,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,23,16,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,26,17,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,24,17,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,32,18,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,26,18,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,34,19,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,34,19,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,36,20,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,36,20,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.0,40,37,21,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,37,21,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.0,40,39,22,False,0.0,0.0,
train,open_room,7,open_room_7_goal0,0,0,0,0.05,49,1,1,True,1.0,1.0,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,1,1,True,1.0,1.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,7,1,True,1.0,1.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,32,1,True,1.0,1.0,
train,open_room,7,open_room_7_goal0,0,0,0,0.05,49,36,2,False,0.7121297396168123,0.7121297396168123,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,40,2,False,0.9986411794196272,0.998755994268163,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,2,2,False,0.8195025684186467,0.8195025684186467,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,37,2,False,0.8497146169371351,0.8497146169371351,
train,open_room,7,open_room_7_goal0,0,0,0,0.05,49,15,3,False,0.6971690314882825,0.6971690314882825,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,48,3,False,0.9981070462214802,0.9982669931670191,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,19,3,False,0.5751101945205456,0.5751101945205456,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,39,3,False,0.8497146169371351,0.8497146169371351,
train,open_room,7,open_room_7_goal0,0,0,0,0.05,49,8,4,False,0.6861915085413318,0.6861915085413318,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,36,4,False,0.7233052233073624,0.7466848139137195,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,13,4,False,0.5747759577027519,0.5747759577027519,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,7,4,False,0.5799469161416947,0.5799469161416947,
train,open_room,7,open_room_7_goal0,0,0,0,0.05,49,24,5,False,0.5152267621128757,0.5152267621128757,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,8,5,False,0.6572287547730071,0.6861915399792505,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,28,5,False,0.5747446726777852,0.5747446726777852,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,2,5,False,0.4752679873245923,0.4752679873245923,
train,open_room,7,open_room_7_goal0,0,0,0,0.05,49,3,6,False,0.43294394494066135,0.43294394494066135,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,23,6,False,0.5774877732992078,0.6131883492353337,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,9,6,False,0.48977659249376687,0.48977659249376687,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,19,6,False,0.3335333837538406,0.3335333837538406,
train,open_room,7,open_room_7_goal0,0,0,0,0.05,49,42,7,False,0.3906571496411972,0.3906571496411972,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,10,7,False,0.42243972770894295,0.47124123700400583,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,16,7,False,0.4893986814076704,0.4893986814076704,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,13,7,False,0.3333395441421001,0.3333395441421001,
train,open_room,7,open_room_7_goal0,0,0,0,0.05,49,12,8,False,0.24919445744075738,0.24919445744075738,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,42,8,False,0.2706914694003193,0.33231509336227516,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,15,8,False,0.4891186989534978,0.4891186989534978,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,28,8,False,0.33332140048834924,0.33332140048834924,
train,open_room,7,open_room_7_goal0,0,0,0,0.05,49,6,9,False,0.08456336966199361,0.08456336966199361,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,12,9,False,0.17929209450280081,0.2486385963315647,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,23,9,False,0.48799868565991933,0.48799868565991933,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,9,9,False,0.2840444244151476,0.2840444244151476,
train,open_room,7,open_room_7_goal0,0,0,0,0.05,49,40,10,False,0.0,0.0,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,5,10,False,0.1267926631538521,0.20057515480026414,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,21,10,False,0.4879985780544276,0.4879985780544276,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,17,10,False,0.2840406159207161,0.2840406159207161,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,20,11,False,0.0033022032718712773,0.0875191397977349,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,11,11,False,0.4037357964446324,0.4037357964446324,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,16,11,False,0.2838252560461902,0.2838252560461902,
train,open_room,7,open_room_7_goal1,0,0,1,0.05,49,6,12,False,0.0,0.08449595935931987,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,3,12,False,0.4030298525071915,0.4030298525071915,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,15,12,False,0.283662881085319,0.283662881085319,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,34,13,False,0.4008808233244447,0.4008808233244447,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,23,13,False,0.28301333282967045,0.28301333282967045,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,18,14,False,0.3169483369582338,0.3169483369582338,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,21,14,False,0.2830132704241974,0.2830132704241974,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,5,15,False,0.2531143702729398,0.2531143702729398,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,11,15,False,0.23414533008407556,0.23414533008407556,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,36,16,False,0.22739480423366265,0.22739480423366265,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,3,16,False,0.23373592007458777,0.23373592007458777,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,20,17,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,34,17,False,0.23248959722735527,0.23248959722735527,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,24,18,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,18,18,False,0.18381321059516642,0.18381321059516642,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,26,19,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,5,19,False,0.14679289847093852,0.14679289847093852,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,32,20,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,36,20,False,0.13187691546195704,0.13187691546195704,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.05,40,37,21,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,24,21,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.05,40,26,22,False,0.0,0.0,
train,open_room,7,open_room_7_goal0,0,0,0,0.1,49,1,1,True,1.0,1.0,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,1,1,True,1.0,1.0,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,7,1,True,1.0,1.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,32,1,True,1.0,1.0,
train,open_room,7,open_room_7_goal0,0,0,0,0.1,49,36,2,False,0.706624662257654,0.706624662257654,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,40,2,False,0.9968632456870948,0.9975281699318389,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,2,2,False,0.8565908431373213,0.8565908431373213,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,37,2,False,0.8773019650433082,0.8773019650433082,
train,open_room,7,open_room_7_goal0,0,0,0,0.1,49,15,3,False,0.6947170863473382,0.6947170863473382,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,48,3,False,0.9956536495142705,0.9965749820528842,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,19,3,False,0.5578687719649544,0.5578687719649544,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,39,3,False,0.8773019650433082,0.8773019650433082,
train,open_room,7,open_room_7_goal0,0,0,0,0.1,49,8,4,False,0.6849220033862247,0.6849220033862247,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,36,4,False,0.6589133459493103,0.7312163583031507,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,13,4,False,0.5572662931356134,0.5572662931356134,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,7,4,False,0.5982063827271183,0.5982063827271183,
train,open_room,7,open_room_7_goal0,0,0,0,0.1,49,24,5,False,0.5587090701349338,0.5587090701349338,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,8,5,False,0.6001657337387493,0.6849219725116672,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,28,5,False,0.5571383054313027,0.5571383054313027,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,2,5,False,0.5124181097503494,0.5124181097503494,
train,open_room,7,open_room_7_goal0,0,0,0,0.1,49,3,6,False,0.4839170817960931,0.4839170817960931,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,23,6,False,0.5341763852452497,0.6329209423023486,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,9,6,False,0.4914823995689476,0.4914823995689476,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,19,6,False,0.33372066011357504,0.33372066011357504,
train,open_room,7,open_room_7_goal0,0,0,0,0.1,49,42,7,False,0.37684746460046886,0.37684746460046886,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,10,7,False,0.3896059399155027,0.5189963125462697,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,16,7,False,0.4906743496227837,0.4906743496227837,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,13,7,False,0.3333602534324053,0.3333602534324053,
train,open_room,7,open_room_7_goal0,0,0,0,0.1,49,12,8,False,0.3472420220650197,0.3472420220650197,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,12,8,False,0.17163520349813585,0.34723066993951685,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,15,8,False,0.49031353140929185,0.49031353140929185,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,28,8,False,0.333283690370776,0.333283690370776,
train,open_room,7,open_room_7_goal0,0,0,0,0.1,49,6,9,False,0.2119817083288394,0.2119817083288394,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,42,9,False,0.15014559834149083,0.33029639747814976,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,23,9,False,0.4880330288885641,0.4880330288885641,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,9,9,False,0.29400790842018437,0.29400790842018437,
train,open_room,7,open_room_7_goal0,0,0,0,0.1,49,40,10,False,0.0,0.0,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,5,10,False,0.11614966483675276,0.3035068684779049,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,21,10,False,0.4880321179806086,0.4880321179806086,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,16,10,False,0.2935245277848268,0.2935245277848268,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,20,11,False,0.09699100162464912,0.2884094285545376,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,11,11,False,0.4237282706868846,0.4237282706868846,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,17,11,False,0.2935081081255237,0.2935081081255237,
train,open_room,7,open_room_7_goal1,0,0,1,0.1,49,6,12,False,0.0,0.21197842687534568,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,3,12,False,0.42232057018151364,0.42232057018151364,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,15,12,False,0.2933086840265118,0.2933086840265118,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,34,13,False,0.4181707816383988,0.4181707816383988,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,23,13,False,0.29194447286278713,0.29194447286278713,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,5,14,False,0.2841308609911488,0.2841308609911488,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,21,14,False,0.2919439279518341,0.2919439279518341,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,18,15,False,0.2826224266313756,0.2826224266313756,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,11,15,False,0.25347695606681847,0.25347695606681847,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,36,16,False,0.2799811411210019,0.2799811411210019,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,3,16,False,0.2526348606395374,0.2526348606395374,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,20,17,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,34,17,False,0.2501524306460782,0.2501524306460782,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,24,18,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,5,18,False,0.16996889457465683,0.16996889457465683,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,26,19,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,18,19,False,0.16906653951271558,0.16906653951271558,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,32,20,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,36,20,False,0.16748650566180537,0.16748650566180537,
train,four_rooms,7,four_rooms_7_goal0,0,0,0,0.1,40,37,21,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,24,21,False,0.0,0.0,
train,four_rooms,7,four_rooms_7_goal1,0,0,1,0.1,40,26,22,False,0.0,0.0,
train,open_room,9,open_room_9_goal0,0,0,0,0.0,81,36,1,True,1.0,1.0,
train,open_room,9,open_room_9_goal1,0,0,1,0.0,81,36,1,True,1.0,1.0,
train,braid_maze,9,braid_maze_9_seed0_goal0,0,0,0,0.0,34,1,1,True,1.0,1.0,
train,braid_maze,9,braid_maze_9_seed0_goal1,0,0,1,0.0,34,1,1,True,1.0,1.0,
train,four_rooms,9,four_rooms_9_goal0,0,0,0,0.0,68,25,1,True,1.0,1.0,
train,four_rooms,9,four_rooms_9_goal1,0,0,1,0.0,68,58,1,True,1.0,1.0,
train,maze,9,maze_9_seed0_goal0,0,0,0,0.0,31,1,1,True,1.0,1.0,
train,maze,9,maze_9_seed0_goal1,0,0,1,0.0,31,1,1,True,1.0,1.0,
train,open_room,9,open_room_9_goal0,0,0,0,0.0,81,72,2,False,1.0,1.0,
train,open_room,9,open_room_9_goal1,0,0,1,0.0,81,64,2,False,1.0,1.0,
train,braid_maze,9,braid_maze_9_seed0_goal0,0,0,0,0.0,34,2,2,False,1.0,1.0,
train,braid_maze,9,braid_maze_9_seed0_goal1,0,0,1,0.0,34,2,2,False,1.0,1.0,
train,four_rooms,9,four_rooms_9_goal0,0,0,0,0.0,68,26,2,False,1.0,1.0,
train,four_rooms,9,four_rooms_9_goal1,0,0,1,0.0,68,25,2,False,0.5000000000000001,0.5000000000000001,
train,maze,9,maze_9_seed0_goal0,0,0,0,0.0,31,2,2,False,1.0,1.0,
train,maze,9,maze_9_seed0_goal1,0,0,1,0.0,31,2,2,False,1.0,1.0,
train,open_room,9,open_room_9_goal0,0,0,0,0.0,81,4,3,False,0.0,0.0,
train,open_room,9,open_room_9_goal1,0,0,1,0.0,81,7,3,False,0.0,0.0,
train,braid_maze,9,braid_maze_9_seed0_goal0,0,0,0,0.0,34,10,3,False,0.5000000000000001,0.5000000000000001,
train,braid_maze,9,braid_maze_9_seed0_goal1,0,0,1,0.0,34,10,3,False,0.5000000000000001,0.5000000000000001,
train,four_rooms,9,four_rooms_9_goal0,0,0,0,0.0,68,27,3,False,1.0,1.0,
train,four_rooms,9,four_rooms_9_goal1,0,0,1,0.0,68,26,3,False,0.5000000000000001,0.5000000000000001,
train,maze,9,maze_9_seed0_goal0,0,0,0,0.0,31,17,3,False,0.5000000000000001,0.5000000000000001,
train,maze,9,maze_9_seed0_goal1,0,0,1,0.0,31,13,3,False,1.0,1.0,
train,open_room,9,open_room_9_goal0,0,0,0,0.0,81,8,4,False,0.0,0.0,
train,open_room,9,open_room_9_goal1,0,0,1,0.0,81,8,4,False,0.0,0.0,
train,braid_maze,9,braid_maze_9_seed0_goal0,0,0,0,0.0,34,20,4,False,0.5000000000000001,0.5000000000000001,
train,braid_maze,9,braid_maze_9_seed0_goal1,0,0,1,0.0,34,20,4,False,0.5000000000000001,0.5000000000000001,
train,four_rooms,9,four_rooms_9_goal0,0,0,0,0.0,68,46,4,False,1.0,1.0,
train,four_rooms,9,four_rooms_9_goal1,0,0,1,0.0,68,27,4,False,0.5000000000000001,0.5000000000000001,
train,maze,9,maze_9_seed0_goal0,0,0,0,0.0,31,3,4,False,0.0,0.0,
train,maze,9,maze_9_seed0_goal1,0,0,1,0.0,31,17,4,False,0.5000000000000001,0.5000000000000001,
train,open_room,9,open_room_9_goal0,0,0,0,0.0,81,10,5,False,0.0,0.0,
train,open_room,9,open_room_9_goal1,0,0,1,0.0,81,10,5,False,0.0,0.0,
train,braid_maze,9,braid_maze_9_seed0_goal0,0,0,0,0.0,34,21,5,False,0.5000000000000001,0.5000000000000001,
train,braid_maze,9,braid_maze_9_seed0_goal1,0,0,1,0.0,34,22,5,False,0.5000000000000001,0.5000000000000001,
train,four_rooms,9,four_rooms_9_goal0,0,0,0,0.0,68,3,5,False,0.0,0.0,
train,four_rooms,9,four_rooms_9_goal1,0,0,1,0.0,68,3,5,False,0.0,0.0,
train,maze,9,maze_9_seed0_goal0,0,0,0,0.0,31,5,5,False,0.0,0.0,
train,maze,9,maze_9_seed0_goal1,0,0,1,0.0,31,21,5,False,0.5000000000000001,0.5000000000000001,
train,open_room,9,open_room_9_goal0,0,0,0,0.0,81,16,6,False,0.0,0.0,
train,open_room,9,open_room_9_goal1,0,0,1,0.0,81,13,6,False,0.0,0.0,
train,braid_maze,9,braid_maze_9_seed0_goal0,0,0,0,0.0,34,3,6,False,0.0,0.0,
train,braid_maze,9,braid_maze_9_seed0_goal1,0,0,1,0.0,34,27,6,False,0.5000000000000001,0.5000000000000001,
train,four_rooms,9,four_rooms_9_goal0,0,0,0,0.0,68,4,6,False,0.0,0.0,
train,four_rooms,9,four_rooms_9_goal1,0,0,1,0.0,68,4,6,False,0.0,0.0,
train,maze,9,maze_9_seed0_goal0,0,0,0,0.0,31,7,6,False,0.0,0.0,
train,maze,9,maze_9_seed0_goal1,0,0,1,0.0,31,24,6,False,0.5000000000000001,0.5000000000000001,
train,open_room,9,open_room_9_goal0,0,0,0,0.0,81,20,7,False,0.0,0.0,
train,open_room,9,open_room_9_goal1,0,0,1,0.0,81,16,7,False,0.0,0.0,
train,braid_maze,9,braid_maze_9_seed0_goal0,0,0,0,0.0,34,4,7,False,0.0,0.0,
train,braid_maze,9,braid_maze_9_seed0_goal1,0,0,1,0.0,34,28,7,False,0.5000000000000001,0.5000000000000001,
train,four_rooms,9,four_rooms_9_goal0,0,0,0,0.0,68,7,7,False,0.0,0.0,
train,four_rooms,9,four_rooms_9_goal1,0,0,1,0.0,68,7,7,False,0.0,0.0,
train,maze,9,maze_9_seed0_goal0,0,0,0,0.0,31,8,7,False,0.0,0.0,
train,maze,9,maze_9_seed0_goal1,0,0,1,0.0,31,30,7,False,0.5000000000000001,0.5000000000000001,
train,open_room,9,open_room_9_goal0,0,0,0,0.0,81,24,8,False,0.0,0.0,
train,open_room,9,open_room_9_goal1,0,0,1,0.0,81,19,8,False,0.0,0.0,
train,braid_maze,9,braid_maze_9_seed0_goal0,0,0,0,0.0,34,5,8,False,0.0,0.0,
train,braid_maze,9,braid_maze_9_seed0_goal1,0,0,1,0.0,34,3,8,False,0.0,0.0,
train,four_rooms,9,four_rooms_9_goal0,0,0,0,0.0,68,9,8,False,0.0,0.0,
train,four_rooms,9,four_rooms_9_goal1,0,0,1,0.0,68,9,8,False,0.0,0.0,
train,maze,9,maze_9_seed0_goal0,0,0,0,0.0,31,9,8,False,0.0,0.0,
train,maze,9,maze_9_seed0_goal1,0,0,1,0.0,31,3,8,False,0.0,0.0,
train,open_room,9,open_room_9_goal0,0,0,0,0.0,81,40,9,False,0.0,0.0,
train,open_room,9,open_room_9_goal1,0,0,1,0.0,81,33,9,False,0.0,0.0,
train,braid_maze,9,braid_maze_9_seed0_goal0,0,0,0,0.0,34,9,9,False,0.0,0.0,
train,braid_maze,9,braid_maze_9_seed0_goal1,0,0,1,0.0,34,4,9,False,0.0,0.0,
train,four_rooms,9,four_rooms_9_goal0,0,0,0,0.0,68,14,9,False,0.0,0.0,
